Link,Name,DiscountedPrice,DiscountPercent,Brand,Rating,NumberOfReview,Description,WarrantyDuration,Card,CPU,RAM,Storage,Battery,Screen_size,Operating_System,Resolution,Ports
https://cellphones.com.vn/apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025.html,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,36.990.000đ,NaN,Mac,NaN,NaN,"MacBook Air 15 inch M4 mang thiết kế thanh lịch, độ mỏng ấn tượng 1.15 cm và trọng lượng chỉ 1.51 kg, phù hợp cho việc di chuyển.
Trang bị chip Apple M4 mạnh mẽ với 10 CPU và 10 GPU, cho khả năng xử lý đa tác vụ và đồ họa vượt trội so với thế hệ trước.
Bộ nhớ RAM 16GB cùng ổ cứng SSD 512GB đem lại trải nghiệm đa nhiệm mượt mà, tốc độ khởi động và truy xuất dữ liệu nhanh chóng.
Màn hình Liquid Retina 15.3 inch với độ phân giải 2880x1864 pixels, độ sáng 500 nits và dải màu P3 rộng, mang lại hình ảnh sống động và chân thực.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,512GB,"Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 66.5 watt‑giờ tích hợp",15.3 inches,macOS,2880 x 1864 pixels,"Cổng sạc MagSafe 3
Jack cắm tai nghe 3.5 mm
Hai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s)"
https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc003vvn.html,Laptop Lenovo LOQ 15ARP9 83JC003VVN,24.490.000đ,Giảm 11%,Lenovo,5.0/5,4 đánh giá,"Trang bị CPU AMD Ryzen 7 7435HS mạnh mẽ cùng card đồ họa rời NVIDIA GeForce RTX 4050 6GB, mang đến trải nghiệm chơi game mượt mà ở mức cài đặt cao.
Tận hưởng hình ảnh sắc nét, chuyển động mượt mà với tần số quét 144Hz, loại bỏ hiện tượng giật lag, xé hình.
Ổ cứng SSD 512GB PCIe cho phép bạn lưu trữ thoải mái dữ liệu và truy cập ứng dụng nhanh chóng.
Lớp vỏ màu xám mạnh mẽ, bàn phím full-size với đèn nền RGB cá tính, tạo nên phong cách gaming nổi bật.
Trải nghiệm hệ điều hành Windows mới nhất với giao diện hiện đại, nhiều tính năng thông minh và bảo mật nâng cao.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W","AMD Ryzen 7 7435HS (8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)",12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (hai ổ đĩa SSD M.2 2242, nâng cấp tối đa 1TB)",60Wh,15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x USB-A
2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-msi-gaming-thin-15-b13uc-1411vn-24gb.html,Laptop MSI Gaming Thin 15 B13UC-1411VN V2,19.690.000đ,Giảm 10%,MSI,NaN,NaN,"Trang bị vi xử lý Intel Core i7-13620H, mang lại hiệu suất mạnh mẽ cho các trò chơi và ứng dụng đòi hỏi cao.
Với 24GB RAM và ổ cứng 512GB PCIe, máy cung cấp không gian lưu trữ đủ lớn và khả năng xử lý đa nhiệm mượt mà.
Card đồ họa NVIDIA RTX 3050 4GB giúp nâng cao trải nghiệm chơi game với đồ họa sắc nét và tốc độ khung hình mượt mà.
Màn hình 15.6 inch Full HD với tần số quét 144Hz mang đến hình ảnh sống động và phản hồi nhanh, lý tưởng cho game thủ.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 3050 Laptop GPU + Intel UHD Graphics,Intel Core i7-13620H,24GB,"1x 512GB M.2-2280 SSD slot (NVMe PCIe Gen4x4)
Hỗ trợ nâng cấp: 1x 2.5"""" SATA HDD","3-cell, 52.4WHr",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x Type-C (USB3.2 Gen1 / DisplayPort)
3x Type-A USB3.2 Gen1
1x HDMI (4K @ 30Hz)
1x RJ45
1x Mic-in
1x Headphone-out"
https://cellphones.com.vn/apple-macbook-pro-16-m4-max-16-cpu-40-gpu-64gb-2tb-2024.html,MacBook Pro 16 M4 Max 16CPU 40GPU 64GB 2TB | Chính hãng Apple Việt Nam,116.990.000đ,Giảm 0%,Mac,NaN,NaN,"Hiệu năng cực mạnh mẽ xử lý mọi tác vụ một cách nhanh chóng và mượt mà.
RAM 64GB dung lượng lớn, cho phép đa nhiệm mượt mà, xử lý nhiều ứng dụng chuyên nghiệp cùng lúc mà không bị giật lag.
Ổ cứng SSD 2TB siêu tốc, đảm bảo truy xuất dữ liệu nhanh chóng, tiết kiệm thời gian hiệu quả.
Màn hình Liquid Retina XDR 16 inch sắc nét, sống động với dải màu rộng, lý tưởng cho công việc chỉnh sửa hình ảnh, video chuyên nghiệp.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://cellphones.com.vn/laptop-lenovo-ideapad-1-14alc7-82r30077vn.html,Laptop Lenovo IdeaPad 1 14ALC7 82R30077VN,12.990.000đ,Giảm 10%,Lenovo,NaN,NaN,"Laptop được trang bị màn hình 14 inch Full HD, mang lại hình ảnh sắc nét và màu sắc sống động, lý tưởng cho việc xem phim và làm việc.
Với bộ vi xử lý AMD Ryzen 7 5700U kết hợp với 16GB RAM, máy có khả năng xử lý mượt mà các tác vụ đa nhiệm và ứng dụng nặng.
Ổ SSD 512GB PCIe cung cấp không gian lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh, giúp khởi động hệ điều hành và ứng dụng trong tích tắc.
Laptop chạy trên Windows 11, mang đến giao diện thân thiện và nhiều tính năng cải tiến cho trải nghiệm người dùng tốt hơn.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen 7 5700U (8 lõi / 16 luồng, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)",16GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD hoặc 512GB M.2 2280 SSD)","42Wh
Đầu tròn 65W (3 chân)",14 inches,"Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"1x USB 2.0
1x USB 3.2 Gen 1
1x USB-C 3.2 Gen 1 (chỉ hỗ trợ truyền dữ liệu)
1x HDMI 1.4b
1x giắc cắm kết hợp tai nghe/micrô (3.5 mm)
1x đầu đọc thẻ
1x đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n3206w.html,Laptop ASUS ROG Strix G16 G614JU-N3206W,30.990.000đ,Giảm 21%,ASUS,NaN,NaN,"Bộ vi xử lý Intel Core i7-13650HX mạnh mẽ, máy cung cấp hiệu suất vượt trội cho đa nhiệm và ứng dụng nặng.
RAM 16GB cùng ổ cứng 1TB PCIe giúp lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh chóng.
Card đồ họa NVIDIA GeForce RTX 4050 6GB mang lại trải nghiệm đồ họa mượt mà cho các tựa game hiện đại.
Màn hình 16.0 inch WUXGA với tần số quét 165Hz cho hình ảnh sắc nét và chuyển động mượt mà.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,"Intel Core i7-13650HX (2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,"1TB PCIe 4.0 NVMe M.2 SSD
2x DDR5 SO-DIMM slots
2x M.2 PCIe","90WHrs, 4S1P, 4-cell Li-ion",16 inches,Windows 11 Home,1920 x 1200 pixels (WUXGA),"1x RJ45 LAN
1x Thunderbolt 4 hỗ trợ DisplayPort (40Gbps)
1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps)
2x USB 3.2 Gen 2 Type-A (10Gbps)
1x HDMI 2.1 FRL
1x Giắc cắm âm thanh kết hợp 3.5 mm"
https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16ahp9-83dh003avn.html,Laptop Lenovo Legion Slim 5 16AHP9 83DH003AVN,36.490.000đ,Giảm 13%,Lenovo,4.0/5,1 đánh giá,"Sở hữu sức mạnh vượt trội với chip AMD Ryzen 7 8845HS kết hợp card đồ họa rời NVIDIA GeForce RTX 4060 8GB, cho phép bạn chinh phục mọi tựa game AAA mới nhất.
Tận hưởng trải nghiệm hình ảnh sắc nét, sống động với màn hình 16 inch WQXGA (2560x1600) và tần số quét 165Hz, mang đến chuyển động mượt mà, không giật lag.
Phá vỡ khuôn mẫu laptop gaming hầm hố với thiết kế mỏng nhẹ, thanh lịch, phù hợp cho cả game thủ và người dùng năng động.
Được trang bị hệ thống tản nhiệt tiên tiến, Legion Slim 5 luôn mát mẻ, êm ái ngay cả khi hoạt động ở cường độ cao.
Không chỉ chơi game, Legion Slim 5 còn đáp ứng tốt nhu cầu làm việc và giải trí di động với thời lượng pin dài và công nghệ sạc nhanh chóng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","AMD Ryzen 7 8845HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",16GB,"512GB SSD M.2 2280 PCIe 4.0x4 NVMe (hai ổ đĩa SSD M.2 SSD, nâng cấp tối đa 1TB)",80Wh,16 inches,Windows 11 Home,2560 x 1600 (WQXGA),"1x USB-A (luôn bật)
3x USB-A
1x USB-C (PD 140W / DisplayPort 1.4) 1x USB-C (DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu đọc thẻ
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-zenbook-14-um3406ka-pp555ws-ryzen-ai-7.html,Laptop ASUS Zenbook 14 UM3406KA-PP555WS,28.990.000đ,Giảm 9%,Laptop AI,NaN,NaN,"Trang bị bộ vi xử lý Ryzen AI 7 350, mang đến hiệu suất vượt trội cho các tác vụ đa nhiệm và đồ họa.
Màn hình 14.0 inch 3K OLED với tần số quét 120Hz cung cấp hình ảnh sắc nét và mượt mà, lý tưởng cho cả làm việc và giải trí.
Với 32GB RAM và ổ cứng 512GB, người dùng có thể dễ dàng lưu trữ và xử lý dữ liệu lớn.
Thiết kế mỏng nhẹ và màu đen sang trọng giúp máy trở nên nổi bật và dễ dàng mang theo.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",AMD Radeon Graphics,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,512GB M.2 NVMe PCIe 4.0 SSD,"75WHrs, 4S1P, 4-cell Li-ion",14 inches,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"1x USB 3.2 Gen 1 Type-A (5Gbps)
1x USB 3.2 Gen 2 Type-C hỗ trợ hiển thị/sạc (10Gbps)
1x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị/sạc (40Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3.5mm"
https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0101w.html,Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,9.790.000đ,Giảm 18%,ASUS,NaN,NaN,"Máy tính này được trang bị bộ vi xử lý Intel Core i3-1315U đảm bảo hiệu suất xuất sắc trong việc thực hiện nhiều loại tác vụ, từ đơn giản đến nâng cao.
Với sự hỗ trợ của 8GB RAM và ổ đĩa SSD có dung lượng 256 GB, cung cấp tốc độ và hiệu suất làm việc mượt mà.
Màn hình 15.6 inch, độ phân giải Full HD, đem lại trải nghiệm xem phim, lướt web và chỉnh sửa ảnh cơ bản với hình ảnh rõ nét và chất lượng cao.
Cấu trúc vỏ máy được thiết kế chắc chắn, mang lại vẻ đẹp sang trọng cùng độ bền cao.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",8GB,256GB M.2 2280 NVMe PCIe 4.0 SSD,"42WHrs, 3S1P, 3-cell Li-ion",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x USB 2.0 Loại A
1x USB 3.2 Gen 1 Loại A
1x USB 3.2 Gen 1 Type-C
1x USB 3.2 Gen 2 Type-C h
1x HDMI 1.4
1x Giắc âm thanh
1x RJ45 Gigabit Ethernet"
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n4450w.html,Laptop ASUS ROG Strix G16 G614JU-N4450W,35.490.000đ,Giảm 13%,ASUS,NaN,NaN,"Bộ vi xử lý Intel Core i7-13650HX mạnh mẽ, máy cung cấp hiệu suất vượt trội cho đa nhiệm và ứng dụng nặng.
RAM 32GB cùng ổ cứng 1TB PCIe giúp lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh chóng.
Card đồ họa NVIDIA GeForce RTX 4050 6GB mang lại trải nghiệm đồ họa mượt mà cho các tựa game hiện đại.
Màn hình 16.0 inch WUXGA với tần số quét 240Hz cho hình ảnh sắc nét và chuyển động mượt mà.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,"Intel Core i7-13650HX (2.6 GHz 24M Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",32GB,"1TB PCIe 4.0 NVMe M.2 SSD
2x DDR5 SO-DIMM slots
2x M.2 PCIe","90WHrs, 4S1P, 4-cell Li-ion",16 inches,Windows 11 Home,2560 x 1600 (WQXGA),"1x RJ45 LAN
1x Thunderbolt 4 hỗ trợ DisplayPort (40Gbps)
1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps)
2x USB 3.2 Gen 2 Type-A (10Gbps)
1x HDMI 2.1 FRL
1x Giắc cắm âm thanh kết hợp 3.5 mm"
https://cellphones.com.vn/macbook-pro-16-inch-m4-max-48gb-1tb.html,MacBook Pro 16 M4 Max 16CPU 40GPU 48GB 1TB | Chính hãng Apple Việt Nam,101.990.000đ,Giảm 0%,Mac,NaN,NaN,"Hiệu năng cực mạnh mẽ xử lý mọi tác vụ một cách nhanh chóng và mượt mà.
RAM 48GB dung lượng lớn, cho phép đa nhiệm mượt mà, xử lý nhiều ứng dụng chuyên nghiệp cùng lúc mà không bị giật lag.
Ổ cứng SSD 1TB siêu tốc, đảm bảo truy xuất dữ liệu nhanh chóng, tiết kiệm thời gian hiệu quả.
Màn hình Liquid Retina XDR 16 inch sắc nét, sống động với dải màu rộng, lý tưởng cho công việc chỉnh sửa hình ảnh, video chuyên nghiệp.","Máy mới 100%, đầy đủ phụ kiện từ nhà sản xuất. Sản phẩm có mã SA/A (được Apple Việt Nam phân phối chính thức).","40 lõi
Neural Engine 16 lõi",Apple M4 Max 16 lõi với 12 lõi hiệu năng và 4 lõi tiết kiệm điện,48GB,1TB,"Pin Li-Po 100 watt-giờ
Thời gian xem video trực tuyến lên đến 21 giờ
Thời gian duyệt web trên mạng không dây lên đến 14 giờ",16.2 inches,macOS,3456 x 2234 pixels,"Khe thẻ nhớ SDXC
Cổng HDMI
Jack cắm tai nghe 3.5 mm
Cổng MagSafe 3
Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)"
https://cellphones.com.vn/laptop-asus-vivobook-16x-k3605vc-rp431w.html,Laptop ASUS Gaming Vivobook 16X K3605VC-RP431W,19.490.000đ,Giảm 7%,ASUS,NaN,NaN,"Laptop ASUS VivoBook 16X được trang bị vi xử lý Intel Core i5-13420H, mang lại hiệu suất ổn định cho công việc và giải trí.
Màn hình 16.0 inch WUXGA 144Hz cung cấp hình ảnh sắc nét và mượt mà, lý tưởng cho việc xem phim và chơi game.
Với 16GB RAM và ổ cứng 512GB PCIe, máy hỗ trợ đa nhiệm hiệu quả và có đủ không gian lưu trữ cho dữ liệu.
Card đồ họa 4GB RTX 3050 giúp xử lý đồ họa tốt, phù hợp cho các trò chơi và ứng dụng yêu cầu cấu hình vừa phải.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA Geforce RTX 3050 4GB GDDR6
Intel UHD Graphics","Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)",16GB,512GB M.2 NVMe PCIe 4.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",16 inches,Windows 11 Home,1920 x 1200 pixels (WUXGA),"1x USB 3.2 Gen 1 Type-C hỗ trợ cấp nguồn (5Gbps)
2x USB 3.2 Gen 1 Type-A (5Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3,5mm
1x DC-in
Đầu đọc thẻ SD 4.0"
https://cellphones.com.vn/laptop-hp-pavilion-15-eg3112tu-8u6l9pa.html,Laptop HP Pavilion 15-EG3112TU 8U6L9PA,20.990.000đ,Giảm 17%,HP,NaN,NaN,"Sở hữu thiết kế sang trọng với lớp vỏ màu bạc tinh tế
Màn hình 15.6 inch Full HD cho hình ảnh sắc nét, màu sắc chân thực, hỗ trợ làm việc, học tập hay giải trí thoải mái
CPU Intel Core i7-1335U đáp ứng tốt các tác vụ học tập và làm việc hay chỉnh sửa hình ảnh cơ bản
Ổ cứng 512GB SSD cho không gian lưu trữ lớn, khởi động máy, mở ứng dụng nhanh chóng","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Iris Xe Graphics,"Intel Core i7 - 1335U (3.70 GHz, up to 5.00 GHz)",16GB,512 GB SSD M2. PCIe,3-cell,15.6 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"1x USB 3.2 Gen 2
2x USB 3.2 Gen 1
1x HDMI"
https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj070w.html,Laptop ASUS VivoBook 15 X1504VA-NJ070W,14.390.000đ,Giảm 22%,ASUS,5.0/5,2 đánh giá,"Màn hình 15.6 inch Full HD cho hình ảnh sắc nét, màu sắc chính xác
Bộ vi xử lý Intel Core i5 1335U mạnh mẽ chạy đa tác vụ mượt mà
Card tích hợp Intel Iris Xe Graphics giúp cải thiện hiệu suất xử lý đồ họa cũng như chơi game cơ bản
RAM 16 GB DDR4 cung cấp khả năng đa nhiệm trơn tru với tốc độ truyền dữ liệu nhanh
Ổ cứng SSD 512 GB giúp máy khởi động, tải ứng dụng và tập tin ngay tức thì","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Iris Xe Graphics,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",16GB,512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-cell Li-ion",15.6 inches,Windows 11 Home,1920 x 1080 pixels (FullHD),"1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x DC-in"
https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc007jvn.html,Laptop Lenovo LOQ 15ARP9 83JC007JVN,20.490.000đ,Giảm 16%,Lenovo,4.0/5,1 đánh giá,"Cấu hình mạnh mẽ với chip AMD Ryzen 5-7235HS, RAM 24GB và SSD 512GB PCIe.
Đồ họa ấn tượng với card màn hình NVIDIA GeForce RTX 3050 6GB.
Màn hình 15.6 inch Full HD 144Hz cho trải nghiệm hiển thị sắc nét và mượt mà.
Màu sắc xám lịch lãm, phù hợp với nhiều phong cách sử dụng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","AMD Ryzen 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)",24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Up to two drives, 2x M.2 SSD • M.2 2242 SSD up to 1TB)",60Wh,15.6 inches,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4
1x HDMI 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Đầu nối nguồn"
https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz632w.html,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W,18.490.000đ,Giảm 12%,ASUS,NaN,NaN,"Laptop 2 trong 1 với thiết kế linh hoạt, cho phép bạn chuyển đổi giữa chế độ laptop và tablet dễ dàng.
Trang bị vi xử lý Intel Core i5-13420H mạnh mẽ, kết hợp với 16GB RAM và ổ cứng 512GB PCIe, mang đến hiệu suất mượt mà cho các tác vụ đa nhiệm và xử lý đồ họa.
Màn hình 14.0 inch WUXGA với độ phân giải cao và cảm ứng cho trải nghiệm xem sắc nét và tương tác trực quan.
Laptop đi kèm bút cảm ứng, lý tưởng cho việc ghi chú hoặc vẽ.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel UHD Graphics,"Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)",16GB,512GB M.2 NVMe PCIe 4.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",14 inches,Windows 11 Home,1920 x 1200 pixels (WUXGA),"1x USB 2.0 Type-A (480Mbps)
1x USB 3.2 Gen 2 Type-A (10Gbps)
1x USB 3.2 Gen 2 Type-C hỗ trợ hiển thị/cung cấp điện (10Gbps)
1x HDMI 2.1 TMDS
1x Giắc cắm âm thanh kết hợp 3.5mm
1x DC-in"
https://cellphones.com.vn/laptop-hp-envy-x360-2in1-14-fc0162tu-ay8x1pa.html,Laptop HP Envy X360 2IN1 14-FC0162TU AY8X1PA,25.890.000đ,Giảm 13%,HP,NaN,NaN,"Laptop có vẻ ngoài bạc thanh lịch, dễ dàng thu hút ánh nhìn và phù hợp với nhiều phong cách.
Màn hình 14.0 inch 2.8K OLED mang đến hình ảnh sắc nét, màu sắc sống động, lý tưởng cho việc xem phim và làm việc.
Tính năng 2-in-1 cho khả năng chuyển đổi linh hoạt giữa laptop và tablet.
Trang bị chip U5-125U và RAM 16GB, máy đảm bảo khả năng xử lý mượt mà các tác vụ đa nhiệm.
Ổ cứng 512GB PCIe cung cấp không gian lưu trữ lớn, cho phép người dùng lưu trữ nhiều tài liệu và ứng dụng.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Graphics,"Intel Core Ultra 5 125U (up to 4.3 GHz with Intel Turbo Boost Technology,12 MB L3 cache,12 lõi,14 luồng)",16GB,512 GB PCIe Gen4 NVMeTM M.2 SSD,"3-cell, 59 Wh Li-ion polymer
Lên đến 10 giờ 30 phút
Hỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút",14 inches,"Windows 11 Home Single Language
Office H&S tích hợp",2880 x 1800 pixels,"2x USB Type-A 10Gbps
1x HDMI 2.1
1x headphone/microphone combo
1x USB Type-C (Sạc, DisplayPort 2.1, HP Sleep and Charge)
1x Thunderbolt 4 với USB Type-C (Sạc, DisplayPort 2.1, HP Sleep and Charge)"
https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-41-r7ap.html,Laptop Gaming Acer Nitro V 15 ProPanel ANV15-41-R7AP,19.290.000đ,Giảm 16%,Acer,5.0/5,2 đánh giá,"Laptop gaming Acer Nitro V ANV15-41-R7AP với hiệu năng mạnh mẽ từ CPU AMD Ryzen 5-7535HS.
Màn hình 15.6 inch FHD 180Hz cho hình ảnh sắc nét, mượt mà trong các tựa game.
RAM 16GB DDR5 và SSD 512GB PCIe NVMe cho khả năng đa nhiệm và khởi động nhanh chóng.
Card đồ họa RTX 2050 phù hợp cho các tựa game online phổ biến ở mức thiết lập trung bình.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-ma492w.html,Laptop ASUS Vivobook 15 OLED A1505VA-MA492W,19.990.000đ,Giảm 9%,ASUS,5.0/5,1 đánh giá,"Chip Intel Core i7-13700H, RAM 16GB, SSD 512GB PCIe cho khả năng xử lý mượt mà mọi tác vụ, từ công việc, học tập đến giải trí, chơi game.
Màn hình OLED 15.6 inch, độ phân giải 2.8K cung cấp trải nghiệm hình ảnh tuyệt đẹp với màu sắc sống động, chi tiết sắc nét và độ tương phản hoàn hảo.
Vẫn giữ thiết kế mỏng nhẹ, hiện đại, phiên bản này toát lên vẻ sang trọng với lớp vỏ màu bạc tinh tế.
Cài đặt sẵn Windows 11 bản quyền, mang đến giao diện hiện đại, nhiều tính năng mới mẻ và khả năng bảo mật tối ưu.
Với cấu hình mạnh mẽ, màn hình đẹp và thiết kế sang trọng, là sự lựa chọn hoàn hảo cho người dùng cần một chiếc laptop đa năng, đáp ứng mọi nhu cầu từ công việc đến giải trí.","Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất
Bảo hành pin và bộ sạc 12 tháng",Intel Iris Xe Graphics,"Intel Core i7-13700H 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 lõi, 20 luồng)",16GB,512GB M.2 NVMe PCIe 4.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",15.6 inches,Windows 11 Home,2880 x 1620 pixels,"1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in"
